clip_id,action,camera_angle,participant_id
kicking/2.mp4,kicking,front,9
kicking/3.mp4,kicking,side_right,9
kicking/4.mp4,kicking,front,9
kicking/5.mp4,kicking,side_left,9
kicking/6.mp4,kicking,side_right,9
kicking/7.mp4,kicking,front,9
kicking/8.mp4,kicking,side_left,9
kicking/9.mp4,kicking,side_right,9
kicking/10.mp4,kicking,front,9
kicking/11.mp4,kicking,side_left,9
kicking/12.mp4,kicking,side_right,9
kicking/13.mp4,kicking,side_right,9
kicking/14.mp4,kicking,front,9
kicking/15.mp4,kicking,side_left,9
kicking/16.mp4,kicking,side_right,9
kicking/17.mp4,kicking,front,9
kicking/18.mp4,kicking,side_left,9
kicking/19.mp4,kicking,side_left,9
kicking/20.mp4,kicking,side_right,9
kicking/21.mp4,kicking,side_left,9
kicking/22.mp4,kicking,side_left,9
kicking/23.mp4,kicking,side_right,9
kicking/24.mp4,kicking,side_right,9
kicking/25.mp4,kicking,side_right,9
kicking/26.mp4,kicking,side_right,9
kicking/27.mp4,kicking,side_right,9
kicking/28.mp4,kicking,side_right,5
kicking/29.mp4,kicking,side_left,5
kicking/30.mp4,kicking,side_left,5
kicking/31.mp4,kicking,side_left,5
kicking/32.mp4,kicking,side_left,5
kicking/33.mp4,kicking,side_right,5
kicking/34.mp4,kicking,side_left,5
kicking/35.mp4,kicking,side_left,5
kicking/36.mp4,kicking,side_left,5
kicking/37.mp4,kicking,front,2
kicking/38.mp4,kicking,front,2
kicking/39.mp4,kicking,side_right,2
kicking/40.mp4,kicking,side_right,2
kicking/41.mp4,kicking,front,2
kicking/42.mp4,kicking,side_left,2
kicking/43.mp4,kicking,side_left,2
kicking/44.mp4,kicking,side_right,2
kicking/45.mp4,kicking,side_right,2
kicking/46.mp4,kicking,side_right,3
kicking/47.mp4,kicking,side_right,3
kicking/48.mp4,kicking,front,3
kicking/49.mp4,kicking,side_left,3
kicking/50.mp4,kicking,side_left,3
kicking/51.mp4,kicking,side_right,3
kicking/52.mp4,kicking,side_right,3
kicking/53.mp4,kicking,side_left,3
kicking/54.mp4,kicking,side_left,3
kicking/55.mp4,kicking,side_left,3
kicking/56.mp4,kicking,side_right,3
kicking/57.mp4,kicking,side_left,5
kicking/58.mp4,kicking,front,5
kicking/59.mp4,kicking,side_left,5
kicking/60.mp4,kicking,side_left,5
kicking/61.mp4,kicking,side_right,5
kicking/62.mp4,kicking,side_left,5
kicking/63.mp4,kicking,side_right,5
kicking/64.mp4,kicking,front,5
kicking/65.mp4,kicking,front,4
kicking/66.mp4,kicking,side_right,5
kicking/67.mp4,kicking,front,5
kicking/68.mp4,kicking,side_right,4
kicking/69.mp4,kicking,front,4
kicking/70.mp4,kicking,front,4
kicking/71.mp4,kicking,front,4
kicking/72.mp4,kicking,front,4
kicking/73.mp4,kicking,side_right,4
kicking/74.mp4,kicking,front,4
kicking/75.mp4,kicking,front,4
kicking/76.mp4,kicking,side_right,4
kicking/77.mp4,kicking,side_right,8
kicking/78.mp4,kicking,side_right,8
kicking/79.mp4,kicking,side_right,8
kicking/80.mp4,kicking,side_right,8
kicking/81.mp4,kicking,side_left,8
kicking/82.mp4,kicking,side_left,8
kicking/83.mp4,kicking,side_left,8
kicking/84.mp4,kicking,side_left,8
kicking/85.mp4,kicking,side_left,8
kicking/86.mp4,kicking,side_left,8
kicking/87.mp4,kicking,side_right,8
kicking/88.mp4,kicking,side_left,8
kicking/89.mp4,kicking,side_left,8
kicking/90.mp4,kicking,side_left,8
kicking/91.mp4,kicking,front,8
kicking/92.mp4,kicking,side_left,8
kicking/93.mp4,kicking,side_left,8
kicking/94.mp4,kicking,side_left,8
kicking/95.mp4,kicking,front,8
kicking/96.mp4,kicking,side_right,8
kicking/97.mp4,kicking,side_right,8
kicking/98.mp4,kicking,side_right,8
kicking/99.mp4,kicking,front,8
kicking/100.mp4,kicking,side_left,8
kicking/101.mp4,kicking,side_right,8
kicking/102.mp4,kicking,front,8
kicking/103.mp4,kicking,side_left,8
kicking/104.mp4,kicking,side_left,8
kicking/105.mp4,kicking,front,8
kicking/106.mp4,kicking,front,8
kicking/107.mp4,kicking,side_right,8
kicking/108.mp4,kicking,front,8
kicking/109.mp4,kicking,front,8
kicking/110.mp4,kicking,side_right,8
kicking/111.mp4,kicking,front,8
kicking/112.mp4,kicking,front,8
kicking/113.mp4,kicking,side_right,8
kicking/114.mp4,kicking,side_left,7
kicking/115.mp4,kicking,side_right,7
kicking/116.mp4,kicking,side_left,7
kicking/117.mp4,kicking,side_left,7
kicking/118.mp4,kicking,side_left,7
kicking/119.mp4,kicking,side_left,7
kicking/120.mp4,kicking,side_left,7
kicking/121.mp4,kicking,side_left,7
kicking/122.mp4,kicking,side_left,7
kicking/123.mp4,kicking,front,7
kicking/124.mp4,kicking,front,7
kicking/125.mp4,kicking,side_right,7
kicking/126.mp4,kicking,front,7
kicking/127.mp4,kicking,side_left,7
kicking/128.mp4,kicking,side_left,7
kicking/129.mp4,kicking,side_right,7
kicking/130.mp4,kicking,side_left,7
kicking/131.mp4,kicking,front,7
kicking/132.mp4,kicking,front,7
kicking/133.mp4,kicking,front,7
kicking/134.mp4,kicking,side_right,7
kicking/135.mp4,kicking,side_right,7
kicking/136.mp4,kicking,front,7
kicking/137.mp4,kicking,side_right,7
kicking/138.mp4,kicking,side_right,7
kicking/139.mp4,kicking,side_right,7
kicking/140.mp4,kicking,side_left,7
kicking/141.mp4,kicking,front,7
kicking/142.mp4,kicking,front,7
kicking/143.mp4,kicking,front,7
kicking/144.mp4,kicking,side_left,7
kicking/145.mp4,kicking,front,7
kicking/146.mp4,kicking,side_right,7
kicking/147.mp4,kicking,side_right,7
kicking/148.mp4,kicking,side_right,6
kicking/149.mp4,kicking,side_right,6
kicking/150.mp4,kicking,side_left,6
kicking/151.mp4,kicking,side_right,6
kicking/152.mp4,kicking,side_left,6
kicking/153.mp4,kicking,side_right,6
kicking/154.mp4,kicking,side_right,6
kicking/155.mp4,kicking,side_left,6
kicking/156.mp4,kicking,front,6
kicking/157.mp4,kicking,front,6
kicking/158.mp4,kicking,side_left,6
kicking/159.mp4,kicking,front,6
kicking/160.mp4,kicking,side_left,6
kicking/161.mp4,kicking,side_right,6
kicking/162.mp4,kicking,side_left,6
kicking/163.mp4,kicking,side_left,6
kicking/164.mp4,kicking,side_left,6
kicking/165.mp4,kicking,front,6
kicking/166.mp4,kicking,side_left,6
kicking/167.mp4,kicking,side_right,6
kicking/168.mp4,kicking,front,6
kicking/169.mp4,kicking,side_right,6
kicking/170.mp4,kicking,side_left,6
kicking/171.mp4,kicking,side_right,6
kicking/172.mp4,kicking,side_left,6
kicking/173.mp4,kicking,side_left,6
kicking/174.mp4,kicking,side_right,6
kicking/175.mp4,kicking,side_left,6
kicking/176.mp4,kicking,front,6
kicking/177.mp4,kicking,side_right,1
kicking/178.mp4,kicking,side_right,1
kicking/179.mp4,kicking,side_left,1
kicking/180.mp4,kicking,side_right,1
kicking/181.mp4,kicking,front,1
kicking/182.mp4,kicking,front,1
kicking/183.mp4,kicking,front,1
kicking/184.mp4,kicking,front,1
kicking/185.mp4,kicking,side_left,1
kicking/186.mp4,kicking,side_right,1
kicking/187.mp4,kicking,side_right,1
kicking/188.mp4,kicking,side_left,1
kicking/189.mp4,kicking,side_left,1
kicking/190.mp4,kicking,side_left,1
kicking/191.mp4,kicking,front,4
kicking/192.mp4,kicking,front,4
kicking/193.mp4,kicking,side_right,4
kicking/194.mp4,kicking,front,4
kicking/195.mp4,kicking,side_left,4
kicking/196.mp4,kicking,side_left,4
kicking/197.mp4,kicking,side_right,4
kicking/198.mp4,kicking,side_right,4
kicking/199.mp4,kicking,side_right,4
kicking/200.mp4,kicking,side_left,5
kicking/201.mp4,kicking,front,5
kicking/202.mp4,kicking,front,5
kicking/203.mp4,kicking,side_left,5
kicking/204.mp4,kicking,side_left,5
kicking/205.mp4,kicking,front,5
kicking/206.mp4,kicking,side_right,5
kicking/207.mp4,kicking,side_left,5
kicking/208.mp4,kicking,side_left,5
kicking/209.mp4,kicking,side_left,5
kicking/210.mp4,kicking,side_right,5
kicking/211.mp4,kicking,side_right,5
punching/1.mp4,punching,front,9
punching/2.mp4,punching,side_right,9
punching/3.mp4,punching,front,9
punching/4.mp4,punching,side_left,9
punching/5.mp4,punching,side_right,9
punching/6.mp4,punching,front,9
punching/7.mp4,punching,side_left,9
punching/8.mp4,punching,side_right,9
punching/9.mp4,punching,front,9
punching/10.mp4,punching,side_left,9
punching/11.mp4,punching,side_right,9
punching/12.mp4,punching,side_left,9
punching/13.mp4,punching,side_right,9
punching/14.mp4,punching,front,9
punching/15.mp4,punching,side_left,9
punching/16.mp4,punching,front,9
punching/17.mp4,punching,side_right,9
punching/18.mp4,punching,front,9
punching/19.mp4,punching,side_left,9
punching/20.mp4,punching,side_right,9
punching/21.mp4,punching,front,9
punching/22.mp4,punching,side_right,9
punching/23.mp4,punching,side_left,9
punching/24.mp4,punching,side_left,9
punching/25.mp4,punching,side_right,9
punching/26.mp4,punching,side_left,9
punching/27.mp4,punching,side_right,9
punching/28.mp4,punching,side_right,5
punching/29.mp4,punching,side_right,5
punching/30.mp4,punching,side_right,5
punching/31.mp4,punching,side_right,5
punching/32.mp4,punching,side_right,5
punching/33.mp4,punching,front,5
punching/34.mp4,punching,front,5
punching/35.mp4,punching,front,5
punching/36.mp4,punching,side_left,5
punching/37.mp4,punching,side_left,5
punching/38.mp4,punching,side_left,5
punching/39.mp4,punching,side_right,5
punching/40.mp4,punching,side_right,5
punching/41.mp4,punching,side_right,5
punching/42.mp4,punching,front,5
punching/43.mp4,punching,front,5
punching/44.mp4,punching,front,5
punching/45.mp4,punching,front,2
punching/46.mp4,punching,side_left,2
punching/47.mp4,punching,side_left,2
punching/49.mp4,punching,side_right,2
punching/50.mp4,punching,side_right,2
punching/51.mp4,punching,front,2
punching/52.mp4,punching,side_right,2
punching/53.mp4,punching,front,2
punching/54.mp4,punching,front,2
punching/55.mp4,punching,side_left,2
punching/56.mp4,punching,side_right,3
punching/57.mp4,punching,side_right,3
punching/58.mp4,punching,side_right,3
punching/59.mp4,punching,side_left,3
punching/60.mp4,punching,side_left,3
punching/61.mp4,punching,front,3
punching/62.mp4,punching,side_left,3
punching/63.mp4,punching,side_left,3
punching/64.mp4,punching,side_right,3
punching/65.mp4,punching,side_right,3
punching/66.mp4,punching,front,5
punching/67.mp4,punching,side_left,4
punching/68.mp4,punching,side_left,5
punching/69.mp4,punching,side_right,4
punching/70.mp4,punching,side_left,4
punching/71.mp4,punching,front,4
punching/72.mp4,punching,side_left,4
punching/73.mp4,punching,side_right,5
punching/74.mp4,punching,side_left,5
punching/75.mp4,punching,side_left,5
punching/76.mp4,punching,side_right,5
punching/77.mp4,punching,front,5
punching/78.mp4,punching,side_right,5
punching/79.mp4,punching,front,4
punching/80.mp4,punching,front,5
punching/81.mp4,punching,side_right,4
punching/82.mp4,punching,side_left,4
punching/83.mp4,punching,side_right,4
punching/84.mp4,punching,front,4
punching/85.mp4,punching,front,4
punching/86.mp4,punching,side_right,8
punching/87.mp4,punching,side_left,8
punching/88.mp4,punching,front,8
punching/89.mp4,punching,side_left,8
punching/90.mp4,punching,front,8
punching/91.mp4,punching,side_right,8
punching/92.mp4,punching,side_left,8
punching/93.mp4,punching,side_left,8
punching/94.mp4,punching,side_left,8
punching/95.mp4,punching,side_left,8
punching/96.mp4,punching,side_left,8
punching/97.mp4,punching,side_left,8
punching/98.mp4,punching,side_right,8
punching/99.mp4,punching,front,8
punching/100.mp4,punching,side_right,8
punching/101.mp4,punching,front,8
punching/102.mp4,punching,front,8
punching/103.mp4,punching,side_right,8
punching/104.mp4,punching,front,8
punching/105.mp4,punching,side_left,8
punching/106.mp4,punching,side_left,8
punching/107.mp4,punching,side_right,8
punching/108.mp4,punching,side_right,8
punching/109.mp4,punching,side_right,8
punching/110.mp4,punching,side_right,8
punching/111.mp4,punching,front,8
punching/112.mp4,punching,side_left,8
punching/113.mp4,punching,side_right,8
punching/114.mp4,punching,side_right,8
punching/115.mp4,punching,side_right,8
punching/116.mp4,punching,side_right,8
punching/117.mp4,punching,side_left,8
punching/118.mp4,punching,side_left,8
punching/119.mp4,punching,front,8
punching/120.mp4,punching,side_right,8
punching/121.mp4,punching,front,8
punching/122.mp4,punching,front,8
punching/123.mp4,punching,front,8
punching/124.mp4,punching,side_left,7
punching/125.mp4,punching,side_left,7
punching/126.mp4,punching,side_left,7
punching/127.mp4,punching,side_right,7
punching/128.mp4,punching,side_left,7
punching/129.mp4,punching,front,7
punching/130.mp4,punching,front,7
punching/131.mp4,punching,side_left,7
punching/132.mp4,punching,side_right,7
punching/133.mp4,punching,side_left,7
punching/134.mp4,punching,side_left,7
punching/135.mp4,punching,side_left,7
punching/136.mp4,punching,side_right,7
punching/137.mp4,punching,side_left,7
punching/138.mp4,punching,front,7
punching/139.mp4,punching,side_right,7
punching/140.mp4,punching,side_left,7
punching/141.mp4,punching,side_right,7
punching/142.mp4,punching,side_left,7
punching/143.mp4,punching,front,7
punching/144.mp4,punching,side_right,7
punching/145.mp4,punching,front,7
punching/146.mp4,punching,front,7
punching/147.mp4,punching,side_right,7
punching/148.mp4,punching,side_left,7
punching/149.mp4,punching,front,7
punching/150.mp4,punching,front,7
punching/151.mp4,punching,side_right,7
punching/152.mp4,punching,side_right,7
punching/153.mp4,punching,side_left,7
punching/154.mp4,punching,side_right,7
punching/155.mp4,punching,side_left,6
punching/156.mp4,punching,front,7
punching/157.mp4,punching,side_right,6
punching/158.mp4,punching,side_right,6
punching/159.mp4,punching,side_left,6
punching/160.mp4,punching,side_right,6
punching/161.mp4,punching,side_left,6
punching/162.mp4,punching,side_right,6
punching/163.mp4,punching,front,6
punching/164.mp4,punching,side_left,6
punching/165.mp4,punching,side_right,6
punching/166.mp4,punching,side_right,6
punching/167.mp4,punching,side_left,6
punching/168.mp4,punching,side_left,6
punching/169.mp4,punching,side_left,6
punching/170.mp4,punching,side_left,6
punching/171.mp4,punching,front,6
punching/172.mp4,punching,side_right,6
punching/173.mp4,punching,side_right,6
punching/174.mp4,punching,side_left,6
